Retailer,Product ID,City,Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Foot Locker,FUR-CH-10001973,Baltimore,Women's Street Footwear,$29.00 ,91,"$2,639 ","$1,399 ",53%
Foot Locker,OFF-BI-10002824,Baltimore,Women's Athletic Footwear,$32.00 ,47,"$1,504 ",$827 ,55%
Foot Locker,OFF-ST-10004950,Baltimore,Men's Apparel,$49.00 ,59,"$2,891 ","$1,214 ",42%
Foot Locker,OFF-PA-10004039,Baltimore,Women's Apparel,$36.00 ,81,"$2,916 ","$1,487 ",51%
Foot Locker,FUR-FU-10003374,Baltimore,Men's Street Footwear,$39.00 ,144,"$5,616 ","$2,808 ",50%
Foot Locker,FUR-BO-10001918,Baltimore,Men's Athletic Footwear,$37.00 ,61,"$2,257 ","$1,038 ",46%
Foot Locker,OFF-AP-10002287,Baltimore,Women's Street Footwear,$27.00 ,69,"$1,863 ",$950 ,51%
Foot Locker,OFF-SU-10004498,Wilmington,Women's Athletic Footwear,$33.00 ,45,"$1,485 ",$817 ,55%
Foot Locker,OFF-BI-10002557,Wilmington,Men's Apparel,$45.00 ,65,"$2,925 ","$1,199 ",41%
Foot Locker,TEC-PH-10004908,Wilmington,Women's Apparel,$39.00 ,98,"$3,822 ","$2,026 ",53%
Foot Locker,FUR-FU-10000794,Wilmington,Men's Street Footwear,$36.00 ,158,"$5,688 ","$2,616 ",46%
Foot Locker,TEC-AC-10004171,Wilmington,Men's Athletic Footwear,$39.00 ,68,"$2,652 ","$1,193 ",45%
Foot Locker,TEC-PH-10002070,Wilmington,Women's Street Footwear,$29.00 ,69,"$2,001 ","$1,081 ",54%
Foot Locker,TEC-AC-10003095,Wilmington,Women's Athletic Footwear,$32.00 ,31,$992 ,$526 ,53%
Foot Locker,TEC-AC-10003832,Wilmington,Men's Apparel,$46.00 ,49,"$2,254 ",$924 ,41%
Foot Locker,OFF-BI-10003527,Wilmington,Women's Apparel,$39.00 ,72,"$2,808 ","$1,404 ",50%
Foot Locker,TEC-MA-10001148,Wilmington,Men's Street Footwear,$36.00 ,131,"$4,716 ","$2,358 ",50%
Foot Locker,OFF-BI-10002432,Wilmington,Men's Athletic Footwear,$38.00 ,61,"$2,318 ","$1,089 ",47%
Foot Locker,OFF-AR-10001374,Wilmington,Women's Street Footwear,$27.00 ,59,"$1,593 ",$876 ,55%
Foot Locker,FUR-FU-10000723,Wilmington,Women's Athletic Footwear,$32.00 ,44,"$1,408 ",$718 ,51%
Foot Locker,TEC-AC-10003614,Wilmington,Men's Apparel,$47.00 ,45,"$2,115 ",$952 ,45%
Foot Locker,TEC-AC-10004877,Wilmington,Women's Apparel,$38.00 ,78,"$2,964 ","$1,601 ",54%
Foot Locker,FUR-FU-10004270,Wilmington,Men's Street Footwear,$51.00 ,160,"$8,160 ","$3,917 ",48%
Foot Locker,TEC-MA-10002210,Wilmington,Men's Athletic Footwear,$47.00 ,69,"$3,243 ","$1,459 ",45%
Foot Locker,OFF-ST-10000675,Wilmington,Women's Street Footwear,$41.00 ,81,"$3,321 ","$1,727 ",52%
Foot Locker,OFF-BI-10004781,Wilmington,Women's Athletic Footwear,$41.00 ,65,"$2,665 ","$1,386 ",52%
Foot Locker,OFF-LA-10004689,Wilmington,Men's Apparel,$50.00 ,74,"$3,700 ","$1,554 ",42%
Foot Locker,TEC-MA-10001856,Wilmington,Women's Apparel,$54.00 ,104,"$5,616 ","$3,089 ",55%
Foot Locker,FUR-FU-10000719,Wilmington,Men's Street Footwear,$51.00 ,189,"$9,639 ","$4,434 ",46%
Foot Locker,FUR-FU-10003849,Wilmington,Men's Athletic Footwear,$48.00 ,120,"$5,760 ","$2,592 ",45%
Foot Locker,OFF-AR-10001725,Wilmington,Women's Street Footwear,$43.00 ,85,"$3,655 ","$1,937 ",53%
Foot Locker,OFF-FA-10000840,Wilmington,Women's Athletic Footwear,$41.00 ,75,"$3,075 ","$1,691 ",55%
Foot Locker,OFF-ST-10000943,Wilmington,Men's Apparel,$50.00 ,75,"$3,750 ","$1,500 ",40%
Foot Locker,FUR-TA-10002533,Wilmington,Women's Apparel,$56.00 ,135,"$7,560 ","$4,007 ",53%
Foot Locker,FUR-FU-10001546,Wilmington,Men's Street Footwear,$53.00 ,182,"$9,646 ","$4,823 ",50%
Foot Locker,FUR-BO-10003546,Wilmington,Men's Athletic Footwear,$47.00 ,119,"$5,593 ","$2,517 ",45%
Foot Locker,OFF-BI-10004728,Wilmington,Women's Street Footwear,$41.00 ,102,"$4,182 ","$2,258 ",54%
Foot Locker,OFF-ST-10000025,Wilmington,Women's Athletic Footwear,$43.00 ,90,"$3,870 ","$2,051 ",53%
Foot Locker,FUR-CH-10003817,Wilmington,Men's Apparel,$51.00 ,94,"$4,794 ","$1,966 ",41%
Foot Locker,OFF-PA-10000289,Wilmington,Women's Apparel,$55.00 ,145,"$7,975 ","$3,988 ",50%
Foot Locker,FUR-TA-10001889,Wilmington,Men's Street Footwear,$50.00 ,163,"$8,150 ","$3,994 ",49%
Foot Locker,TEC-AC-10002305,Wilmington,Men's Athletic Footwear,$47.00 ,128,"$6,016 ","$2,767 ",46%
Foot Locker,FUR-CH-10004875,Wilmington,Women's Street Footwear,$42.00 ,105,"$4,410 ","$2,205 ",50%
Foot Locker,OFF-EN-10001434,Wilmington,Women's Athletic Footwear,$41.00 ,63,"$2,583 ","$1,292 ",50%
Foot Locker,OFF-FA-10004395,Wilmington,Men's Apparel,$50.00 ,63,"$3,150 ","$1,418 ",45%
Foot Locker,OFF-BI-10004632,Wilmington,Women's Apparel,$59.00 ,120,"$7,080 ","$3,682 ",52%
Foot Locker,OFF-BI-10000145,Wilmington,Men's Street Footwear,$50.00 ,142,"$7,100 ","$3,479 ",49%
Foot Locker,OFF-BI-10002498,Wilmington,Men's Athletic Footwear,$47.00 ,85,"$3,995 ","$1,798 ",45%
Foot Locker,OFF-AR-10001761,Wilmington,Women's Street Footwear,$43.00 ,61,"$2,623 ","$1,338 ",51%
Foot Locker,TEC-PH-10001817,Wilmington,Women's Athletic Footwear,$41.00 ,60,"$2,460 ","$1,255 ",51%
Foot Locker,OFF-AR-10004456,Wilmington,Men's Apparel,$50.00 ,60,"$3,000 ","$1,320 ",44%
Foot Locker,FUR-TA-10001539,Wilmington,Women's Apparel,$58.00 ,84,"$4,872 ","$2,631 ",54%
Foot Locker,OFF-PA-10003205,Wilmington,Men's Street Footwear,$56.00 ,128,"$7,168 ","$3,226 ",45%
Foot Locker,OFF-BI-10002813,Wilmington,Men's Athletic Footwear,$51.00 ,90,"$4,590 ","$2,111 ",46%
Foot Locker,TEC-PH-10002310,Wilmington,Women's Street Footwear,$50.00 ,52,"$2,600 ","$1,430 ",55%
Foot Locker,FUR-FU-10003623,Wilmington,Women's Athletic Footwear,$52.00 ,44,"$2,288 ","$1,144 ",50%
Foot Locker,OFF-PA-10003424,Wilmington,Men's Apparel,$62.00 ,49,"$3,038 ","$1,215 ",40%
Kohl's,TEC-AC-10004353,Wilmington,Women's Apparel,$63.00 ,78,"$4,914 ","$2,703 ",55%
Kohl's,FUR-FU-10001934,Wilmington,Men's Street Footwear,$60.00 ,135,"$8,100 ","$3,807 ",47%
Kohl's,OFF-LA-10003766,Wilmington,Men's Athletic Footwear,$53.00 ,85,"$4,505 ","$2,072 ",46%
Kohl's,OFF-AP-10004540,Wilmington,Women's Street Footwear,$52.00 ,86,"$4,472 ","$2,281 ",51%
Kohl's,OFF-BI-10001543,Wilmington,Women's Athletic Footwear,$51.00 ,84,"$4,284 ","$2,271 ",53%
Kohl's,FUR-FU-10004597,Wilmington,Men's Apparel,$60.00 ,72,"$4,320 ","$1,728 ",40%
Kohl's,TEC-MA-10001148,Wilmington,Women's Apparel,$64.00 ,98,"$6,272 ","$3,450 ",55%
Kohl's,OFF-ST-10000078,Wilmington,Men's Street Footwear,$62.00 ,168,"$10,416 ","$4,896 ",47%
Kohl's,FUR-FU-10001037,Wilmington,Men's Athletic Footwear,$50.00 ,100,"$5,000 ","$2,400 ",48%
Kohl's,TEC-PH-10001433,Wilmington,Women's Street Footwear,$50.00 ,109,"$5,450 ","$2,943 ",54%
Kohl's,OFF-BI-10003007,Wilmington,Women's Athletic Footwear,$53.00 ,98,"$5,194 ","$2,805 ",54%
Kohl's,FUR-FU-10001290,Wilmington,Men's Apparel,$61.00 ,91,"$5,551 ","$2,220 ",40%
Kohl's,FUR-FU-10000087,Wilmington,Women's Apparel,$65.00 ,123,"$7,995 ","$3,998 ",50%
Kohl's,TEC-AC-10002049,Wilmington,Men's Street Footwear,$32.00 ,138,"$4,416 ","$2,208 ",50%
Kohl's,FUR-BO-10002613,Wilmington,Men's Athletic Footwear,$33.00 ,77,"$2,541 ","$1,194 ",47%
Kohl's,OFF-ST-10004950,Wilmington,Women's Street Footwear,$24.00 ,72,"$1,728 ",$881 ,51%
Kohl's,FUR-CH-10004875,Wilmington,Women's Athletic Footwear,$27.00 ,38,"$1,026 ",$513 ,50%
Kohl's,OFF-AR-10003190,Wilmington,Men's Apparel,$41.00 ,47,"$1,927 ",$771 ,40%
Kohl's,FUR-CH-10000553,Wilmington,Women's Apparel,$33.00 ,69,"$2,277 ","$1,252 ",55%
Kohl's,OFF-LA-10002762,Wilmington,Men's Street Footwear,$34.00 ,147,"$4,998 ","$2,399 ",48%
Kohl's,FUR-FU-10000719,Wilmington,Men's Athletic Footwear,$32.00 ,53,"$1,696 ",$848 ,50%
Kohl's,OFF-ST-10000563,Wilmington,Women's Street Footwear,$24.00 ,63,"$1,512 ",$771 ,51%
Kohl's,FUR-TA-10004289,Newark,Women's Athletic Footwear,$29.00 ,30,$870 ,$461 ,53%
Kohl's,TEC-PH-10003555,Newark,Men's Apparel,$41.00 ,47,"$1,927 ",$771 ,40%
Kohl's,OFF-AR-10001958,Newark,Women's Apparel,$32.00 ,74,"$2,368 ","$1,255 ",53%
Kohl's,FUR-CH-10000225,Newark,Men's Street Footwear,$32.00 ,144,"$4,608 ","$2,120 ",46%
Kohl's,OFF-AP-10002534,Newark,Men's Athletic Footwear,$32.00 ,58,"$1,856 ",$909 ,49%
Kohl's,OFF-BI-10000301,Newark,Women's Street Footwear,$24.00 ,59,"$1,416 ",$750 ,53%
Kohl's,OFF-BI-10003460,Newark,Women's Athletic Footwear,$27.00 ,22,$594 ,$309 ,52%
Kohl's,TEC-AC-10001772,Newark,Men's Apparel,$43.00 ,34,"$1,462 ",$658 ,45%
Kohl's,TEC-PH-10003505,Newark,Women's Apparel,$32.00 ,61,"$1,952 ",$976 ,50%
Kohl's,OFF-LA-10004484,Newark,Men's Street Footwear,$34.00 ,133,"$4,522 ","$2,261 ",50%
Kohl's,OFF-PA-10001593,Newark,Men's Athletic Footwear,$33.00 ,51,"$1,683 ",$774 ,46%
Kohl's,OFF-BI-10004139,Newark,Women's Street Footwear,$24.00 ,51,"$1,224 ",$612 ,50%
Kohl's,OFF-AR-10001315,Newark,Women's Athletic Footwear,$27.00 ,27,$729 ,$372 ,51%
Kohl's,FUR-FU-10001488,Newark,Men's Apparel,$44.00 ,27,"$1,188 ",$523 ,44%
Kohl's,TEC-PH-10002170,Newark,Women's Apparel,$33.00 ,68,"$2,244 ","$1,212 ",54%
Kohl's,FUR-TA-10004575,Newark,Men's Street Footwear,$48.00 ,130,"$6,240 ","$2,933 ",47%
Kohl's,OFF-PA-10000809,Newark,Men's Athletic Footwear,$41.00 ,68,"$2,788 ","$1,394 ",50%
Kohl's,FUR-CH-10000225,Newark,Women's Street Footwear,$38.00 ,75,"$2,850 ","$1,425 ",50%
Kohl's,OFF-BI-10003707,Newark,Women's Athletic Footwear,$38.00 ,56,"$2,128 ","$1,064 ",50%
Kohl's,TEC-PH-10004539,Newark,Men's Apparel,$47.00 ,68,"$3,196 ","$1,310 ",41%
Kohl's,OFF-FA-10004076,Newark,Women's Apparel,$51.00 ,102,"$5,202 ","$2,705 ",52%
Kohl's,OFF-BI-10003166,Newark,Men's Street Footwear,$45.00 ,156,"$7,020 ","$3,229 ",46%
Kohl's,OFF-ST-10002301,Newark,Men's Athletic Footwear,$44.00 ,105,"$4,620 ","$2,125 ",46%
Kohl's,FUR-CH-10002647,Newark,Women's Street Footwear,$38.00 ,69,"$2,622 ","$1,390 ",53%
Kohl's,OFF-BI-10004654,Newark,Women's Athletic Footwear,$39.00 ,65,"$2,535 ","$1,369 ",54%
Kohl's,OFF-LA-10001175,Newark,Men's Apparel,$46.00 ,65,"$2,990 ","$1,346 ",45%
Kohl's,TEC-PH-10001336,Newark,Women's Apparel,$50.00 ,120,"$6,000 ","$3,000 ",50%
Kohl's,OFF-ST-10000760,Newark,Men's Street Footwear,$47.00 ,188,"$8,836 ","$4,153 ",47%
Kohl's,OFF-ST-10002301,Newark,Men's Athletic Footwear,$42.00 ,98,"$4,116 ","$2,058 ",50%
Kohl's,OFF-SU-10004884,Newark,Women's Street Footwear,$37.00 ,81,"$2,997 ","$1,558 ",52%
Kohl's,OFF-FA-10003112,Newark,Women's Athletic Footwear,$36.00 ,63,"$2,268 ","$1,225 ",54%
Kohl's,OFF-BI-10000069,Newark,Men's Apparel,$48.00 ,74,"$3,552 ","$1,527 ",43%
Kohl's,OFF-AR-10001958,Newark,Women's Apparel,$54.00 ,131,"$7,074 ","$3,749 ",53%
Kohl's,OFF-ST-10001321,Newark,Men's Street Footwear,$47.00 ,180,"$8,460 ","$4,061 ",48%
Kohl's,OFF-AR-10003504,Newark,Men's Athletic Footwear,$42.00 ,101,"$4,242 ","$1,994 ",47%
Kohl's,OFF-ST-10000419,Newark,Women's Street Footwear,$37.00 ,75,"$2,775 ","$1,499 ",54%
Kohl's,OFF-LA-10004559,Newark,Women's Athletic Footwear,$36.00 ,52,"$1,872 ",$955 ,51%
Kohl's,TEC-PH-10001644,Newark,Men's Apparel,$46.00 ,46,"$2,116 ",$910 ,43%
Kohl's,OFF-SU-10004782,Newark,Women's Apparel,$52.00 ,105,"$5,460 ","$2,894 ",53%
Kohl's,OFF-PA-10002250,Newark,Men's Street Footwear,$46.00 ,124,"$5,704 ","$2,795 ",49%
Kohl's,OFF-AP-10001394,Newark,Men's Athletic Footwear,$41.00 ,72,"$2,952 ","$1,476 ",50%
Kohl's,OFF-PA-10001838,Newark,Women's Street Footwear,$39.00 ,51,"$1,989 ","$1,054 ",53%
Kohl's,OFF-ST-10004340,Newark,Women's Athletic Footwear,$37.00 ,38,"$1,406 ",$745 ,53%
Kohl's,FUR-FU-10003664,Newark,Men's Apparel,$47.00 ,41,"$1,927 ",$790 ,41%
Kohl's,TEC-PH-10004897,Newark,Women's Apparel,$50.00 ,73,"$3,650 ","$1,935 ",53%
Kohl's,FUR-CH-10000454,Newark,Men's Street Footwear,$53.00 ,119,"$6,307 ","$2,901 ",46%
Kohl's,FUR-FU-10004017,Newark,Men's Athletic Footwear,$48.00 ,63,"$3,024 ","$1,512 ",50%
Kohl's,OFF-PA-10000241,Newark,Women's Street Footwear,$46.00 ,42,"$1,932 ",$966 ,50%
Kohl's,OFF-PA-10003016,Newark,Women's Athletic Footwear,$48.00 ,31,"$1,488 ",$774 ,52%
Kohl's,OFF-AR-10001615,Newark,Men's Apparel,$58.00 ,38,"$2,204 ",$904 ,41%
Sports Direct,OFF-PA-10002713,Newark,Women's Apparel,$62.00 ,68,"$4,216 ","$2,234 ",53%
Sports Direct,FUR-TA-10002958,Newark,Men's Street Footwear,$59.00 ,108,"$6,372 ","$3,059 ",48%
Sports Direct,FUR-CH-10003746,Newark,Men's Athletic Footwear,$46.00 ,80,"$3,680 ","$1,803 ",49%
Sports Direct,OFF-AP-10003217,Newark,Women's Street Footwear,$48.00 ,68,"$3,264 ","$1,665 ",51%
Sports Direct,OFF-PA-10001526,Newark,Women's Athletic Footwear,$49.00 ,65,"$3,185 ","$1,752 ",55%
Sports Direct,TEC-AC-10002857,Newark,Men's Apparel,$55.00 ,59,"$3,245 ","$1,428 ",44%
Sports Direct,FUR-FU-10003039,Newark,Women's Apparel,$59.00 ,91,"$5,369 ","$2,846 ",53%
Sports Direct,OFF-PA-10002615,Newark,Men's Street Footwear,$55.00 ,149,"$8,195 ","$3,934 ",48%
Sports Direct,OFF-SU-10002573,Newark,Men's Athletic Footwear,$49.00 ,105,"$5,145 ","$2,470 ",48%
Sports Direct,FUR-BO-10004015,Newark,Women's Street Footwear,$49.00 ,91,"$4,459 ","$2,230 ",50%
Sports Direct,FUR-FU-10001979,Newark,Women's Athletic Footwear,$47.00 ,83,"$3,901 ","$1,990 ",51%
Sports Direct,FUR-CH-10003833,Newark,Men's Apparel,$55.00 ,83,"$4,565 ","$2,054 ",45%
Sports Direct,FUR-CH-10004495,Newark,Women's Apparel,$59.00 ,101,"$5,959 ","$3,218 ",54%
Sports Direct,OFF-LA-10001613,Newark,Men's Street Footwear,$38.00 ,125,"$4,750 ","$2,423 ",51%
Sports Direct,FUR-FU-10003247,Newark,Men's Athletic Footwear,$37.00 ,87,"$3,219 ","$1,674 ",52%
Sports Direct,FUR-TA-10004442,Newark,Women's Street Footwear,$28.00 ,90,"$2,520 ","$1,008 ",40%
Sports Direct,TEC-AC-10001314,Newark,Women's Athletic Footwear,$33.00 ,42,"$1,386 ",$610 ,44%
Sports Direct,TEC-PH-10001619,Newark,Men's Apparel,$49.00 ,60,"$2,940 ","$1,205 ",41%
Sports Direct,TEC-AC-10002323,Newark,Women's Apparel,$37.00 ,81,"$2,997 ","$1,499 ",50%
Sports Direct,FUR-FU-10000820,Newark,Men's Street Footwear,$39.00 ,149,"$5,811 ","$2,906 ",50%
Sports Direct,FUR-CH-10004287,Newark,Men's Athletic Footwear,$37.00 ,54,"$1,998 ",$999 ,50%
Sports Direct,TEC-AC-10000474,Newark,Women's Street Footwear,$29.00 ,65,"$1,885 ",$848 ,45%
Sports Direct,TEC-PH-10001494,Hartford,Women's Athletic Footwear,$32.00 ,34,"$1,088 ",$479 ,44%
Sports Direct,OFF-PA-10004996,Hartford,Men's Apparel,$49.00 ,60,"$2,940 ","$1,294 ",44%
Sports Direct,OFF-BI-10004318,Hartford,Women's Apparel,$39.00 ,84,"$3,276 ","$1,474 ",45%
Sports Direct,OFF-ST-10002574,Hartford,Men's Street Footwear,$39.00 ,130,"$5,070 ","$2,535 ",50%
Sports Direct,OFF-BI-10002353,Hartford,Men's Athletic Footwear,$38.00 ,56,"$2,128 ","$1,149 ",54%
Sports Direct,OFF-ST-10003641,Hartford,Women's Street Footwear,$29.00 ,68,"$1,972 ",$887 ,45%
Sports Direct,TEC-MA-10001148,Hartford,Women's Athletic Footwear,$32.00 ,30,$960 ,$403 ,42%
Sports Direct,OFF-AP-10000026,Hartford,Men's Apparel,$48.00 ,39,"$1,872 ",$749 ,40%
Sports Direct,FUR-FU-10003878,Hartford,Women's Apparel,$38.00 ,73,"$2,774 ","$1,359 ",49%
Sports Direct,FUR-CH-10001146,Hartford,Men's Street Footwear,$36.00 ,150,"$5,400 ","$2,700 ",50%
Sports Direct,FUR-FU-10003919,Hartford,Men's Athletic Footwear,$38.00 ,58,"$2,204 ","$1,212 ",55%
Sports Direct,OFF-BI-10000605,Hartford,Women's Street Footwear,$29.00 ,56,"$1,624 ",$698 ,43%
Sports Direct,OFF-BI-10000309,Hartford,Women's Athletic Footwear,$32.00 ,38,"$1,216 ",$547 ,45%
Sports Direct,OFF-PA-10003349,Hartford,Men's Apparel,$46.00 ,35,"$1,610 ",$725 ,45%
Sports Direct,OFF-PA-10003063,Hartford,Women's Apparel,$36.00 ,69,"$2,484 ","$1,242 ",50%
Sports Direct,OFF-AP-10003971,Hartford,Men's Street Footwear,$54.00 ,142,"$7,668 ","$3,911 ",51%
Sports Direct,OFF-FA-10004838,Hartford,Men's Athletic Footwear,$48.00 ,73,"$3,504 ","$1,857 ",53%
Sports Direct,OFF-BI-10001097,Hartford,Women's Street Footwear,$43.00 ,74,"$3,182 ","$1,273 ",40%
Sports Direct,OFF-BI-10000605,Hartford,Women's Athletic Footwear,$44.00 ,63,"$2,772 ","$1,137 ",41%
Sports Direct,OFF-BI-10003314,Hartford,Men's Apparel,$50.00 ,70,"$3,500 ","$1,540 ",44%
Sports Direct,OFF-AR-10002067,Hartford,Women's Apparel,$55.00 ,113,"$6,215 ","$3,045 ",49%
Sports Direct,OFF-BI-10001031,Hartford,Men's Street Footwear,$50.00 ,175,"$8,750 ","$4,813 ",55%
Sports Direct,FUR-FU-10003832,Hartford,Men's Athletic Footwear,$48.00 ,94,"$4,512 ","$2,256 ",50%
Sports Direct,OFF-BI-10000138,Hartford,Women's Street Footwear,$42.00 ,87,"$3,654 ","$1,644 ",45%
Sports Direct,FUR-TA-10004607,Hartford,Women's Athletic Footwear,$42.00 ,80,"$3,360 ","$1,411 ",42%
Sports Direct,OFF-LA-10003148,Hartford,Men's Apparel,$53.00 ,74,"$3,922 ","$1,726 ",44%
Sports Direct,OFF-PA-10001804,Hartford,Women's Apparel,$56.00 ,123,"$6,888 ","$3,375 ",49%
Sports Direct,OFF-ST-10000036,Hartford,Men's Street Footwear,$54.00 ,189,"$10,206 ","$5,511 ",54%
Sports Direct,OFF-PA-10001166,Hartford,Men's Athletic Footwear,$48.00 ,112,"$5,376 ","$2,849 ",53%
Sports Direct,OFF-PA-10001033,Hartford,Women's Street Footwear,$44.00 ,81,"$3,564 ","$1,568 ",44%
Sports Direct,FUR-FU-10004597,Hartford,Women's Athletic Footwear,$42.00 ,80,"$3,360 ","$1,478 ",44%
Sports Direct,OFF-PA-10000418,Hartford,Men's Apparel,$53.00 ,81,"$4,293 ","$1,889 ",44%
Sports Direct,FUR-FU-10004090,Hartford,Women's Apparel,$56.00 ,143,"$8,008 ","$3,844 ",48%
Sports Direct,OFF-AR-10000390,Hartford,Men's Street Footwear,$51.00 ,163,"$8,313 ","$4,572 ",55%
Sports Direct,FUR-CH-10003774,Hartford,Men's Athletic Footwear,$48.00 ,108,"$5,184 ","$2,851 ",55%
Sports Direct,OFF-BI-10002412,Hartford,Women's Street Footwear,$41.00 ,85,"$3,485 ","$1,464 ",42%
Sports Direct,TEC-PH-10002415,Hartford,Women's Athletic Footwear,$41.00 ,68,"$2,788 ","$1,143 ",41%
Sports Direct,TEC-PH-10003505,Hartford,Men's Apparel,$51.00 ,52,"$2,652 ","$1,167 ",44%
Sports Direct,OFF-LA-10003663,Hartford,Women's Apparel,$55.00 ,105,"$5,775 ","$2,888 ",50%
Sports Direct,OFF-ST-10001780,Hartford,Men's Street Footwear,$52.00 ,125,"$6,500 ","$3,510 ",54%
Sports Direct,TEC-PH-10002033,Hartford,Men's Athletic Footwear,$47.00 ,75,"$3,525 ","$1,833 ",52%
Sports Direct,OFF-BI-10001036,Hartford,Women's Street Footwear,$41.00 ,60,"$2,460 ","$1,082 ",44%
Sports Direct,FUR-FU-10001468,Hartford,Women's Athletic Footwear,$41.00 ,46,"$1,886 ",$849 ,45%
Sports Direct,FUR-BO-10001519,Hartford,Men's Apparel,$50.00 ,51,"$2,550 ","$1,071 ",42%
Sports Direct,TEC-CO-10001943,Hartford,Women's Apparel,$54.00 ,83,"$4,482 ","$2,196 ",49%
Sports Direct,OFF-PA-10003127,Hartford,Men's Street Footwear,$59.00 ,113,"$6,667 ","$3,667 ",55%
Sports Direct,TEC-AC-10002076,Hartford,Men's Athletic Footwear,$52.00 ,72,"$3,744 ","$1,872 ",50%
Sports Direct,OFF-AR-10003338,Hartford,Women's Street Footwear,$53.00 ,49,"$2,597 ","$1,117 ",43%
Sports Direct,OFF-PA-10004610,Hartford,Women's Athletic Footwear,$50.00 ,38,"$1,900 ",$760 ,40%
Sports Direct,OFF-ST-10001272,Hartford,Men's Apparel,$64.00 ,42,"$2,688 ","$1,129 ",42%
Foot Locker,OFF-AP-10001366,Hartford,Women's Apparel,$63.00 ,74,"$4,662 ","$2,331 ",50%
Foot Locker,FUR-FU-10001424,Hartford,Men's Street Footwear,$60.00 ,111,"$6,660 ","$3,330 ",50%
Foot Locker,OFF-PA-10000349,Hartford,Men's Athletic Footwear,$51.00 ,84,"$4,284 ","$2,228 ",52%
Foot Locker,FUR-FU-10002456,Hartford,Women's Street Footwear,$51.00 ,80,"$4,080 ","$1,836 ",45%
Foot Locker,OFF-BI-10002609,Hartford,Women's Athletic Footwear,$50.00 ,80,"$4,000 ","$1,680 ",42%
Foot Locker,OFF-ST-10001522,Hartford,Men's Apparel,$60.00 ,68,"$4,080 ","$1,795 ",44%
Foot Locker,TEC-CO-10000971,Hartford,Women's Apparel,$67.00 ,95,"$6,365 ","$2,992 ",47%
Foot Locker,OFF-AR-10000034,Hartford,Men's Street Footwear,$59.00 ,150,"$8,850 ","$4,514 ",51%
Foot Locker,FUR-CH-10004063,Hartford,Men's Athletic Footwear,$51.00 ,101,"$5,151 ","$2,627 ",51%
Foot Locker,OFF-BI-10004632,Hartford,Women's Street Footwear,$50.00 ,88,"$4,400 ","$1,980 ",45%
Foot Locker,OFF-AR-10001662,Hartford,Women's Athletic Footwear,$53.00 ,87,"$4,611 ","$1,937 ",42%
Foot Locker,TEC-PH-10004977,Hartford,Men's Apparel,$60.00 ,78,"$4,680 ","$2,106 ",45%
Foot Locker,TEC-PH-10004539,Hartford,Women's Apparel,$67.00 ,112,"$7,504 ","$3,452 ",46%
Foot Locker,OFF-FA-10001883,Hartford,Men's Street Footwear,$34.00 ,115,"$3,910 ","$1,799 ",46%
Foot Locker,OFF-PA-10000955,Hartford,Men's Athletic Footwear,$34.00 ,63,"$2,142 ",$964 ,45%
Foot Locker,OFF-EN-10002500,Hartford,Women's Street Footwear,$24.00 ,63,"$1,512 ",$832 ,55%
Foot Locker,OFF-BI-10004654,Hartford,Women's Athletic Footwear,$29.00 ,20,$580 ,$307 ,53%
Foot Locker,FUR-CH-10003774,Hartford,Men's Apparel,$44.00 ,33,"$1,452 ",$581 ,40%
Foot Locker,OFF-AR-10004707,Hartford,Women's Apparel,$33.00 ,63,"$2,079 ","$1,123 ",54%
Foot Locker,OFF-BI-10004040,Hartford,Men's Street Footwear,$34.00 ,119,"$4,046 ","$1,983 ",49%
Foot Locker,OFF-PA-10001184,Hartford,Men's Athletic Footwear,$34.00 ,36,"$1,224 ",$575 ,47%
Foot Locker,TEC-AC-10004145,Hartford,Women's Street Footwear,$24.00 ,49,"$1,176 ",$588 ,50%
Foot Locker,FUR-TA-10003473,Providence,Women's Athletic Footwear,$29.00 ,13,$377 ,$204 ,54%
Foot Locker,OFF-PA-10003172,Providence,Men's Apparel,$41.00 ,35,"$1,435 ",$588 ,41%
Foot Locker,FUR-FU-10003799,Providence,Women's Apparel,$33.00 ,65,"$2,145 ","$1,137 ",53%
Foot Locker,TEC-PH-10002583,Providence,Men's Street Footwear,$34.00 ,111,"$3,774 ","$1,887 ",50%
Foot Locker,OFF-PA-10004239,Providence,Men's Athletic Footwear,$34.00 ,44,"$1,496 ",$673 ,45%
Foot Locker,FUR-TA-10002855,Providence,Women's Street Footwear,$23.00 ,51,"$1,173 ",$610 ,52%
Foot Locker,OFF-AP-10001626,Providence,Women's Athletic Footwear,$29.00 ,8,$232 ,$116 ,50%
Foot Locker,OFF-BI-10004022,Providence,Men's Apparel,$44.00 ,20,$880 ,$396 ,45%
Foot Locker,FUR-FU-10003601,Providence,Women's Apparel,$32.00 ,51,"$1,632 ",$881 ,54%
Foot Locker,OFF-FA-10000490,Providence,Men's Street Footwear,$32.00 ,111,"$3,552 ","$1,740 ",49%
Foot Locker,OFF-AR-10004042,Providence,Men's Athletic Footwear,$32.00 ,33,"$1,056 ",$528 ,50%
Foot Locker,FUR-FU-10002960,Providence,Women's Street Footwear,$24.00 ,36,$864 ,$449 ,52%
Foot Locker,TEC-AC-10000991,Providence,Women's Athletic Footwear,$29.00 ,13,$377 ,$200 ,53%
