Age,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate
26,652,Research & Development,7,Other,1417,Male,100,Laboratory Technician,Single,3578,23577
29,332,Human Resources,17,Other,1419,Male,51,Human Resources,Single,7988,9769
49,1475,Research & Development,28,Life Sciences,1420,Male,97,Laboratory Technician,Single,4284,22710
29,337,Research & Development,14,Other,1421,Female,84,Healthcare Representative,Single,7553,22930
54,971,Research & Development,1,Medical,1422,Female,54,Research Director,Single,17328,5652
58,1055,Research & Development,1,Medical,1423,Female,76,Research Director,Married,19701,22456
55,1136,Research & Development,1,Medical,1424,Male,81,Research Director,Divorced,14732,12414
36,1174,Sales,3,Marketing,1425,Female,99,Sales Executive,Single,9278,20763
31,667,Sales,1,Life Sciences,1427,Female,50,Sales Representative,Single,1359,16154
30,855,Sales,7,Marketing,1428,Female,73,Sales Executive,Divorced,4779,12761
31,182,Research & Development,8,Life Sciences,1430,Female,93,Research Director,Single,16422,8847
34,560,Research & Development,1,Other,1431,Male,91,Research Scientist,Divorced,2996,20284
31,202,Research & Development,8,Life Sciences,1433,Female,34,Research Scientist,Single,1261,22262
27,1377,Research & Development,11,Life Sciences,1434,Male,91,Laboratory Technician,Married,2099,7679
36,172,Research & Development,4,Life Sciences,1435,Male,37,Laboratory Technician,Single,5810,22604
36,329,Sales,16,Marketing,1436,Female,98,Sales Executive,Married,5647,13494
47,465,Research & Development,1,Technical Degree,1438,Male,74,Research Scientist,Married,3420,10205
25,383,Sales,9,Life Sciences,1439,Male,68,Sales Representative,Married,4400,15182
37,1413,Research & Development,5,Technical Degree,1440,Male,84,Laboratory Technician,Single,3500,25470
56,1255,Research & Development,1,Life Sciences,1441,Female,90,Research Scientist,Married,2066,10494
47,359,Research & Development,2,Medical,1443,Female,82,Research Director,Married,17169,26703
24,1476,Sales,4,Medical,1445,Female,42,Sales Executive,Married,4162,15211
32,601,Sales,7,Marketing,1446,Male,97,Sales Executive,Married,9204,23343
34,401,Research & Development,1,Life Sciences,1447,Female,86,Laboratory Technician,Married,3294,3708
41,1283,Research & Development,5,Medical,1448,Male,90,Research Scientist,Married,2127,5561
40,663,Research & Development,9,Other,1449,Male,81,Laboratory Technician,Divorced,3975,23099
31,326,Sales,8,Life Sciences,1453,Male,31,Sales Executive,Divorced,10793,8386
46,377,Sales,9,Marketing,1457,Male,52,Sales Executive,Divorced,10096,15986
39,592,Research & Development,2,Life Sciences,1458,Female,54,Laboratory Technician,Single,3646,17181
31,1445,Research & Development,1,Life Sciences,1459,Female,100,Manufacturing Director,Single,7446,8931
45,1038,Research & Development,20,Medical,1460,Male,95,Healthcare Representative,Divorced,10851,19863
31,1398,Human Resources,8,Medical,1461,Female,96,Human Resources,Single,2109,24609
31,523,Research & Development,2,Life Sciences,1464,Male,94,Laboratory Technician,Married,3722,21081
45,1448,Research & Development,29,Technical Degree,1465,Male,55,Manufacturing Director,Married,9380,14720
48,1221,Sales,7,Marketing,1466,Male,96,Sales Executive,Divorced,5486,24795
34,1107,Human Resources,9,Technical Degree,1467,Female,52,Human Resources,Married,2742,3072
40,218,Research & Development,8,Medical,1468,Male,55,Research Director,Divorced,13757,25178
28,866,Sales,5,Medical,1469,Male,84,Sales Executive,Single,8463,23490
44,981,Research & Development,5,Life Sciences,1471,Male,90,Laboratory Technician,Single,3162,7973
53,447,Research & Development,2,Medical,1472,Male,39,Research Director,Single,16598,19764
49,1495,Research & Development,5,Technical Degree,1473,Male,96,Healthcare Representative,Married,6651,21534
40,896,Research & Development,2,Medical,1474,Male,68,Research Scientist,Divorced,2345,8045
44,1467,Research & Development,20,Life Sciences,1475,Male,49,Research Scientist,Single,3420,21158
33,430,Sales,7,Medical,1477,Male,54,Sales Executive,Married,4373,17456
34,1326,Sales,3,Other,1478,Male,81,Sales Executive,Single,4759,15891
30,1358,Sales,16,Life Sciences,1479,Male,96,Sales Executive,Married,5301,2939
42,748,Research & Development,9,Medical,1480,Female,74,Laboratory Technician,Single,3673,16458
44,383,Sales,1,Marketing,1481,Female,79,Sales Executive,Married,4768,9282
30,990,Research & Development,7,Technical Degree,1482,Male,64,Research Scientist,Divorced,1274,7152
57,405,Research & Development,1,Life Sciences,1483,Male,93,Research Scientist,Married,4900,2721
49,1490,Research & Development,7,Life Sciences,1484,Male,35,Healthcare Representative,Divorced,10466,20948
34,829,Research & Development,15,Medical,1485,Male,71,Research Director,Divorced,17007,11929
28,1496,Sales,1,Technical Degree,1486,Male,92,Sales Representative,Married,2909,15747
29,115,Sales,13,Technical Degree,1487,Female,51,Sales Executive,Single,5765,17485
34,790,Sales,24,Medical,1489,Female,40,Sales Executive,Single,4599,7815
35,660,Sales,7,Life Sciences,1492,Male,76,Sales Representative,Married,2404,16192
24,381,Research & Development,9,Medical,1494,Male,89,Laboratory Technician,Single,3172,16998
24,830,Sales,13,Life Sciences,1495,Female,78,Sales Representative,Married,2033,7103
44,1193,Research & Development,2,Medical,1496,Male,86,Manufacturing Director,Single,10209,19719
29,1246,Sales,19,Life Sciences,1497,Male,77,Sales Executive,Divorced,8620,23757
30,330,Human Resources,1,Life Sciences,1499,Male,46,Human Resources,Divorced,2064,15428
55,1229,Research & Development,4,Life Sciences,1501,Male,30,Healthcare Representative,Married,4035,16143
33,1099,Research & Development,4,Medical,1502,Female,82,Laboratory Technician,Married,3838,8192
47,571,Sales,14,Medical,1503,Female,78,Sales Executive,Married,4591,24200
28,289,Research & Development,2,Medical,1504,Male,38,Laboratory Technician,Single,2561,5355
28,1423,Research & Development,1,Life Sciences,1506,Male,72,Research Scientist,Divorced,1563,12530
28,467,Sales,7,Life Sciences,1507,Male,55,Sales Executive,Single,4898,11827
49,271,Research & Development,3,Medical,1509,Female,43,Laboratory Technician,Married,4789,23070
29,410,Research & Development,2,Life Sciences,1513,Female,97,Laboratory Technician,Married,3180,4668
28,1083,Research & Development,29,Life Sciences,1514,Male,96,Manufacturing Director,Married,6549,3173
33,516,Research & Development,8,Life Sciences,1515,Male,69,Healthcare Representative,Single,6388,22049
32,495,Research & Development,10,Medical,1516,Male,64,Manager,Single,11244,21072
54,1050,Research & Development,11,Medical,1520,Female,87,Manager,Divorced,16032,24456
29,224,Research & Development,1,Technical Degree,1522,Male,100,Research Scientist,Single,2362,7568
44,136,Research & Development,28,Life Sciences,1523,Male,32,Research Director,Married,16328,22074
39,1089,Research & Development,6,Life Sciences,1525,Female,32,Manufacturing Director,Single,8376,9150
46,228,Sales,3,Life Sciences,1527,Female,51,Manager,Married,16606,11380
35,1029,Research & Development,16,Life Sciences,1529,Female,91,Healthcare Representative,Single,8606,21195
23,507,Research & Development,20,Life Sciences,1533,Male,97,Laboratory Technician,Single,2272,24812
40,676,Research & Development,9,Life Sciences,1534,Male,86,Laboratory Technician,Single,2018,21831
34,971,Sales,1,Technical Degree,1535,Male,64,Sales Executive,Married,7083,12288
31,561,Research & Development,3,Life Sciences,1537,Female,33,Research Scientist,Single,4084,4156
50,333,Research & Development,22,Medical,1539,Male,88,Research Director,Single,14411,24450
34,1440,Sales,7,Technical Degree,1541,Male,55,Sales Representative,Married,2308,4944
42,1210,Research & Development,2,Medical,1542,Male,68,Laboratory Technician,Married,4841,24052
37,674,Research & Development,13,Medical,1543,Male,47,Research Scientist,Married,4285,3031
29,441,Research & Development,8,Other,1544,Female,39,Healthcare Representative,Married,9715,7288
33,575,Research & Development,25,Life Sciences,1545,Male,44,Manufacturing Director,Single,4320,24152
45,950,Research & Development,28,Technical Degree,1546,Male,97,Research Scientist,Married,2132,4585
42,288,Research & Development,2,Life Sciences,1547,Male,40,Healthcare Representative,Married,10124,18611
40,1342,Sales,9,Medical,1548,Male,47,Sales Executive,Married,5473,19345
33,589,Research & Development,28,Life Sciences,1549,Male,79,Laboratory Technician,Married,5207,22949
40,898,Human Resources,6,Medical,1550,Male,38,Manager,Single,16437,17381
24,350,Research & Development,21,Technical Degree,1551,Male,57,Laboratory Technician,Divorced,2296,10036
40,1142,Research & Development,8,Life Sciences,1552,Male,72,Healthcare Representative,Divorced,4069,8841
45,538,Research & Development,1,Technical Degree,1553,Male,66,Healthcare Representative,Divorced,7441,20933
35,1402,Sales,28,Life Sciences,1554,Female,98,Sales Representative,Married,2430,26204
32,824,Research & Development,5,Life Sciences,1555,Female,67,Research Scientist,Married,5878,15624
36,1157,Sales,2,Life Sciences,1556,Male,70,Sales Representative,Single,2644,17001
48,492,Sales,16,Life Sciences,1557,Female,96,Sales Executive,Divorced,6439,13693
29,598,Research & Development,9,Life Sciences,1558,Male,91,Research Scientist,Married,2451,22376
33,1242,Sales,8,Life Sciences,1560,Male,46,Sales Executive,Married,6392,10589
30,740,Sales,1,Life Sciences,1562,Male,64,Sales Executive,Married,9714,5323
38,888,Human Resources,10,Human Resources,1563,Male,71,Human Resources,Married,6077,14814
35,992,Research & Development,1,Medical,1564,Male,68,Laboratory Technician,Single,2450,21731
30,1288,Sales,29,Technical Degree,1568,Male,33,Sales Executive,Married,9250,17799
35,104,Research & Development,2,Life Sciences,1569,Female,69,Laboratory Technician,Divorced,2074,26619
53,607,Research & Development,2,Technical Degree,1572,Female,78,Manufacturing Director,Married,10169,14618
38,903,Research & Development,2,Medical,1573,Male,81,Manufacturing Director,Married,4855,7653
32,1200,Research & Development,1,Technical Degree,1574,Male,62,Research Scientist,Married,4087,25174
48,1108,Research & Development,15,Other,1576,Female,65,Research Scientist,Married,2367,16530
34,479,Research & Development,7,Medical,1577,Male,35,Research Scientist,Single,2972,22061
55,685,Sales,26,Marketing,1578,Male,60,Manager,Married,19586,23037
34,1351,Research & Development,1,Life Sciences,1580,Male,45,Research Scientist,Married,5484,13008
26,474,Research & Development,3,Life Sciences,1581,Female,89,Research Scientist,Married,2061,11133
38,1245,Sales,14,Life Sciences,1582,Male,80,Sales Executive,Married,9924,12355
38,437,Sales,16,Life Sciences,1583,Female,90,Sales Executive,Single,4198,16379
36,884,Sales,1,Life Sciences,1585,Female,73,Sales Executive,Single,6815,21447
29,1370,Research & Development,3,Medical,1586,Male,87,Laboratory Technician,Single,4723,16213
35,670,Research & Development,10,Medical,1587,Female,51,Healthcare Representative,Single,6142,4223
39,1462,Sales,6,Medical,1588,Male,38,Sales Executive,Married,8237,4658
29,995,Research & Development,2,Life Sciences,1590,Male,87,Healthcare Representative,Divorced,8853,24483
50,264,Sales,9,Marketing,1591,Male,59,Manager,Married,19331,19519
23,977,Research & Development,10,Technical Degree,1592,Male,45,Research Scientist,Married,2073,12826
36,1302,Research & Development,6,Life Sciences,1594,Male,80,Laboratory Technician,Married,5562,19711
42,1059,Research & Development,9,Other,1595,Male,93,Manager,Single,19613,26362
35,750,Research & Development,28,Life Sciences,1596,Male,46,Laboratory Technician,Married,3407,25348
34,653,Research & Development,10,Technical Degree,1597,Male,92,Healthcare Representative,Married,5063,15332
40,118,Sales,14,Life Sciences,1598,Female,84,Sales Executive,Married,4639,11262
43,990,Research & Development,27,Technical Degree,1599,Male,87,Laboratory Technician,Divorced,4876,5855
35,1349,Research & Development,7,Life Sciences,1601,Male,63,Laboratory Technician,Married,2690,7713
46,563,Sales,1,Life Sciences,1602,Male,56,Manager,Single,17567,3156
28,329,Research & Development,24,Medical,1604,Male,51,Laboratory Technician,Married,2408,7324
22,457,Research & Development,26,Other,1605,Female,85,Research Scientist,Married,2814,10293
50,1234,Research & Development,20,Medical,1606,Male,41,Healthcare Representative,Married,11245,20689
32,634,Research & Development,5,Other,1607,Female,35,Research Scientist,Married,3312,18783
44,1313,Research & Development,7,Medical,1608,Female,31,Research Director,Divorced,19049,3549
30,241,Research & Development,7,Medical,1609,Male,48,Research Scientist,Married,2141,5348
45,1015,Research & Development,5,Medical,1611,Female,50,Laboratory Technician,Single,5769,23447
45,336,Sales,26,Marketing,1612,Male,52,Sales Executive,Married,4385,24162
31,715,Sales,2,Other,1613,Male,54,Sales Executive,Single,5332,21602
36,559,Research & Development,12,Life Sciences,1614,Female,76,Manufacturing Director,Married,4663,12421
34,426,Research & Development,10,Life Sciences,1615,Male,42,Manufacturing Director,Divorced,4724,17000
49,722,Research & Development,25,Life Sciences,1617,Female,84,Laboratory Technician,Married,3211,22102
39,1387,Research & Development,10,Medical,1618,Male,76,Manufacturing Director,Married,5377,3835
27,1302,Research & Development,19,Other,1619,Male,67,Laboratory Technician,Divorced,4066,16290
35,819,Research & Development,18,Life Sciences,1621,Male,48,Research Scientist,Married,5208,26312
28,580,Research & Development,27,Medical,1622,Female,39,Manufacturing Director,Divorced,4877,20460
21,546,Research & Development,5,Medical,1623,Male,97,Research Scientist,Single,3117,26009
18,544,Sales,3,Medical,1624,Female,70,Sales Representative,Single,1569,18420
47,1176,Human Resources,26,Life Sciences,1625,Female,98,Manager,Married,19658,5220
39,170,Research & Development,3,Medical,1627,Male,76,Laboratory Technician,Divorced,3069,10302
40,884,Research & Development,15,Life Sciences,1628,Female,80,Manufacturing Director,Married,10435,25800
35,208,Research & Development,8,Life Sciences,1630,Female,52,Healthcare Representative,Married,4148,12250
37,671,Research & Development,19,Life Sciences,1631,Male,85,Manufacturing Director,Married,5768,26493
39,711,Research & Development,4,Medical,1633,Female,81,Manufacturing Director,Single,5042,3140
45,1329,Research & Development,2,Other,1635,Female,59,Manufacturing Director,Divorced,5770,5388
38,397,Research & Development,2,Medical,1638,Female,54,Manufacturing Director,Married,7756,14199
35,737,Sales,10,Medical,1639,Male,55,Sales Executive,Married,10306,21530
37,1470,Research & Development,10,Medical,1640,Female,71,Research Scientist,Married,3936,9953
40,448,Research & Development,16,Life Sciences,1641,Female,84,Manufacturing Director,Single,7945,19948
44,602,Human Resources,1,Human Resources,1642,Male,37,Human Resources,Married,5743,10503
48,365,Research & Development,4,Medical,1644,Male,89,Manager,Married,15202,5602
35,763,Sales,15,Medical,1645,Male,59,Sales Executive,Divorced,5440,22098
24,567,Research & Development,2,Technical Degree,1646,Female,32,Research Scientist,Single,3760,17218
27,486,Research & Development,8,Medical,1647,Female,86,Research Scientist,Married,3517,22490
27,591,Research & Development,2,Medical,1648,Male,87,Research Scientist,Single,2580,6297
40,1329,Research & Development,7,Life Sciences,1649,Male,73,Laboratory Technician,Single,2166,3339
29,469,Sales,10,Medical,1650,Male,42,Sales Executive,Single,5869,23413
36,711,Research & Development,5,Life Sciences,1651,Female,42,Healthcare Representative,Married,8008,22792
25,772,Research & Development,2,Life Sciences,1653,Male,77,Manufacturing Director,Divorced,5206,4973
39,492,Research & Development,12,Medical,1654,Male,66,Manufacturing Director,Married,5295,7693
49,301,Research & Development,22,Other,1655,Female,72,Research Director,Married,16413,3498
50,813,Research & Development,17,Life Sciences,1656,Female,50,Research Director,Divorced,13269,21981
20,1141,Sales,2,Medical,1657,Female,31,Sales Representative,Single,2783,13251
34,1130,Research & Development,3,Life Sciences,1658,Female,66,Research Scientist,Divorced,5433,19332
36,311,Research & Development,7,Life Sciences,1659,Male,77,Laboratory Technician,Single,2013,10950
49,465,Research & Development,6,Life Sciences,1661,Female,41,Healthcare Representative,Married,13966,11652
36,894,Research & Development,1,Medical,1662,Female,33,Manufacturing Director,Married,4374,15411
36,1040,Research & Development,3,Life Sciences,1664,Male,79,Healthcare Representative,Divorced,6842,26308
54,584,Research & Development,22,Medical,1665,Female,91,Manager,Married,17426,18685
43,1291,Research & Development,15,Life Sciences,1666,Male,65,Research Director,Married,17603,3525
35,880,Sales,12,Other,1667,Male,36,Sales Executive,Single,4581,10414
38,1189,Research & Development,1,Life Sciences,1668,Male,90,Research Scientist,Married,4735,9867
29,991,Sales,5,Medical,1669,Male,43,Sales Executive,Divorced,4187,3356
33,392,Sales,2,Medical,1670,Male,93,Sales Executive,Divorced,5505,3921
32,977,Research & Development,2,Medical,1671,Male,45,Research Scientist,Divorced,5470,25518
31,1112,Sales,5,Life Sciences,1673,Female,67,Sales Executive,Married,5476,22589
49,464,Research & Development,16,Medical,1674,Female,74,Laboratory Technician,Divorced,2587,24941
38,148,Research & Development,2,Medical,1675,Female,42,Laboratory Technician,Single,2440,23826
47,1225,Sales,2,Life Sciences,1676,Female,47,Manager,Divorced,15972,21086
49,809,Research & Development,1,Life Sciences,1677,Male,36,Manager,Single,15379,22384
41,1206,Sales,23,Life Sciences,1678,Male,80,Sales Executive,Single,7082,11591
20,727,Sales,9,Life Sciences,1680,Male,54,Sales Representative,Single,2728,21082
33,530,Sales,16,Life Sciences,1681,Female,36,Sales Executive,Divorced,5368,16130
36,1351,Research & Development,26,Life Sciences,1682,Male,80,Healthcare Representative,Married,5347,7419
44,528,Human Resources,1,Life Sciences,1683,Female,44,Human Resources,Divorced,3195,4167
23,1320,Research & Development,8,Medical,1684,Male,93,Laboratory Technician,Single,3989,20586
38,1495,Research & Development,4,Medical,1687,Female,87,Laboratory Technician,Married,3306,26176
53,1395,Research & Development,24,Medical,1689,Male,48,Healthcare Representative,Married,7005,3458
48,708,Sales,7,Medical,1691,Female,95,Sales Representative,Married,2655,11740
32,1259,Research & Development,2,Life Sciences,1692,Male,95,Laboratory Technician,Single,1393,24852
26,786,Research & Development,7,Medical,1693,Male,76,Laboratory Technician,Single,2570,11925
55,1441,Research & Development,22,Technical Degree,1694,Male,94,Research Scientist,Divorced,3537,23737
34,1157,Research & Development,5,Medical,1696,Male,57,Laboratory Technician,Married,3986,11912
60,370,Research & Development,1,Medical,1697,Male,92,Healthcare Representative,Divorced,10883,20467
33,267,Research & Development,21,Medical,1698,Male,79,Laboratory Technician,Married,2028,13637
37,1278,Sales,1,Medical,1700,Male,31,Sales Executive,Divorced,9525,7677
34,678,Research & Development,19,Life Sciences,1701,Female,35,Research Scientist,Married,2929,20338
23,427,Sales,7,Life Sciences,1702,Male,99,Sales Representative,Divorced,2275,25103
44,921,Research & Development,2,Life Sciences,1703,Female,96,Healthcare Representative,Married,7879,14810
35,146,Research & Development,2,Medical,1704,Male,79,Research Scientist,Single,4930,13970
43,1179,Sales,2,Medical,1706,Male,73,Sales Executive,Married,7847,6069
24,581,Research & Development,9,Medical,1707,Male,62,Research Scientist,Married,4401,17616
41,918,Sales,6,Marketing,1708,Male,35,Sales Executive,Single,9241,15869
29,1082,Research & Development,9,Medical,1709,Female,43,Laboratory Technician,Married,2974,25412
36,530,Sales,2,Life Sciences,1710,Female,51,Sales Representative,Single,4502,7439
45,1238,Research & Development,1,Life Sciences,1712,Male,74,Healthcare Representative,Married,10748,3395
24,240,Human Resources,22,Human Resources,1714,Male,58,Human Resources,Married,1555,11585
47,1093,Sales,9,Life Sciences,1716,Male,82,Sales Executive,Married,12936,24164
26,390,Research & Development,17,Medical,1718,Male,62,Laboratory Technician,Married,2305,6217
45,1005,Research & Development,28,Technical Degree,1719,Female,48,Research Director,Single,16704,17119
32,585,Research & Development,10,Life Sciences,1720,Male,56,Research Scientist,Married,3433,17360
31,741,Research & Development,2,Life Sciences,1721,Male,69,Laboratory Technician,Married,3477,18103
41,552,Human Resources,4,Human Resources,1722,Male,60,Human Resources,Married,6430,20794
40,369,Research & Development,8,Life Sciences,1724,Female,92,Manufacturing Director,Married,6516,5041
24,506,Research & Development,29,Medical,1725,Male,91,Laboratory Technician,Divorced,3907,3622
46,717,Research & Development,13,Life Sciences,1727,Male,34,Healthcare Representative,Single,5562,9697
35,1370,Research & Development,27,Life Sciences,1728,Male,49,Manufacturing Director,Married,6883,5151
30,793,Research & Development,16,Life Sciences,1729,Male,33,Research Scientist,Married,2862,3811
47,543,Sales,2,Marketing,1731,Male,87,Sales Executive,Married,4978,3536
46,1277,Sales,2,Life Sciences,1732,Male,74,Sales Executive,Divorced,10368,5596
36,1456,Sales,13,Marketing,1733,Male,96,Sales Executive,Divorced,6134,8658
32,964,Sales,1,Life Sciences,1734,Male,34,Sales Executive,Single,6735,12147
23,160,Research & Development,4,Medical,1735,Female,51,Laboratory Technician,Single,3295,12862
31,163,Research & Development,24,Technical Degree,1736,Female,30,Manufacturing Director,Single,5238,6670
39,792,Research & Development,1,Life Sciences,1737,Male,77,Laboratory Technician,Married,6472,8989
32,371,Sales,19,Life Sciences,1739,Male,80,Sales Executive,Married,9610,3840
40,611,Sales,7,Medical,1740,Male,88,Manager,Single,19833,4349
45,176,Human Resources,4,Life Sciences,1744,Female,56,Human Resources,Married,9756,6595
30,1312,Research & Development,2,Technical Degree,1745,Female,78,Research Scientist,Single,4968,26427
24,897,Human Resources,10,Medical,1746,Male,59,Human Resources,Married,2145,2097
30,600,Human Resources,8,Human Resources,1747,Female,66,Human Resources,Divorced,2180,9732
31,1003,Sales,5,Technical Degree,1749,Male,51,Sales Executive,Married,8346,20943
27,1054,Research & Development,8,Medical,1751,Female,67,Research Scientist,Single,3445,6152
29,428,Sales,9,Marketing,1752,Female,52,Sales Representative,Single,2760,14630
29,461,Research & Development,1,Life Sciences,1753,Male,70,Healthcare Representative,Single,6294,23060
30,979,Sales,15,Marketing,1754,Male,94,Sales Executive,Divorced,7140,3088
34,181,Research & Development,2,Medical,1755,Male,97,Research Scientist,Married,2932,5586
33,1283,Sales,2,Marketing,1756,Female,62,Sales Executive,Single,5147,10697
49,1313,Sales,11,Marketing,1757,Female,80,Sales Executive,Single,4507,8191
33,211,Sales,16,Life Sciences,1758,Female,74,Sales Executive,Single,8564,10092
38,594,Research & Development,2,Medical,1760,Female,75,Laboratory Technician,Married,2468,15963
31,1079,Sales,16,Marketing,1761,Male,70,Sales Executive,Married,8161,19002
29,590,Research & Development,4,Technical Degree,1762,Female,91,Research Scientist,Divorced,2109,10007
30,305,Research & Development,16,Life Sciences,1763,Male,58,Healthcare Representative,Married,5294,9128
32,953,Research & Development,5,Technical Degree,1764,Male,65,Research Scientist,Single,2718,17674
38,833,Research & Development,18,Medical,1766,Male,60,Healthcare Representative,Married,5811,24539
43,807,Research & Development,17,Technical Degree,1767,Male,38,Research Scientist,Married,2437,15587
42,855,Research & Development,12,Medical,1768,Male,57,Laboratory Technician,Divorced,2766,8952
55,478,Research & Development,2,Medical,1770,Male,60,Research Director,Married,19038,19805
33,775,Research & Development,4,Technical Degree,1771,Male,90,Research Scientist,Divorced,3055,6194
41,548,Research & Development,9,Life Sciences,1772,Male,94,Laboratory Technician,Divorced,2289,20520
34,1375,Sales,10,Life Sciences,1774,Male,87,Sales Executive,Divorced,4001,12313
53,661,Research & Development,1,Medical,1775,Female,60,Manufacturing Director,Married,12965,22308
43,244,Human Resources,2,Life Sciences,1778,Male,97,Human Resources,Single,3539,5033
34,511,Sales,3,Life Sciences,1779,Female,32,Sales Executive,Single,6029,25353
21,337,Sales,7,Marketing,1780,Male,31,Sales Representative,Single,2679,4567
38,1153,Research & Development,6,Other,1782,Female,40,Laboratory Technician,Married,3702,16376
22,1294,Research & Development,8,Medical,1783,Female,79,Laboratory Technician,Married,2398,15999
31,196,Sales,29,Marketing,1784,Female,91,Sales Executive,Married,5468,13402
51,942,Research & Development,3,Technical Degree,1786,Female,53,Manager,Married,13116,22984
37,589,Sales,9,Marketing,1787,Male,46,Sales Executive,Married,4189,8800
46,734,Research & Development,2,Medical,1789,Male,46,Research Director,Divorced,19328,14218
36,1383,Research & Development,10,Life Sciences,1790,Male,90,Healthcare Representative,Married,8321,25949
44,429,Research & Development,1,Medical,1792,Male,99,Research Scientist,Divorced,2342,11092
37,1239,Human Resources,8,Other,1794,Male,89,Human Resources,Divorced,4071,12832
35,303,Sales,27,Life Sciences,1797,Male,84,Sales Executive,Single,5813,13492
33,867,Research & Development,8,Life Sciences,1798,Male,90,Research Scientist,Married,3143,6076
28,1181,Research & Development,1,Life Sciences,1799,Male,82,Research Scientist,Married,2044,5531
39,1253,Research & Development,10,Medical,1800,Male,65,Research Director,Single,13464,7914
46,849,Sales,26,Life Sciences,1801,Male,98,Sales Executive,Single,7991,25166
40,616,Research & Development,2,Life Sciences,1802,Female,99,Laboratory Technician,Married,3377,25605
42,1128,Research & Development,13,Medical,1803,Male,95,Healthcare Representative,Married,5538,5696
35,1180,Research & Development,2,Medical,1804,Male,90,Manufacturing Director,Divorced,5762,24442
38,1336,Human Resources,2,Human Resources,1805,Male,100,Human Resources,Divorced,2592,7129
34,234,Research & Development,9,Life Sciences,1807,Male,93,Laboratory Technician,Married,5346,6208
37,370,Research & Development,10,Medical,1809,Male,58,Manufacturing Director,Single,4213,4992
39,766,Sales,20,Life Sciences,1812,Male,83,Sales Executive,Divorced,4127,19188
43,343,Research & Development,9,Life Sciences,1813,Male,52,Research Scientist,Single,2438,24978
41,447,Research & Development,5,Life Sciences,1814,Male,85,Healthcare Representative,Single,6870,15530
41,796,Sales,4,Marketing,1815,Female,81,Sales Executive,Divorced,10447,26458
30,1092,Research & Development,10,Medical,1816,Female,64,Manufacturing Director,Single,9667,2739
26,920,Human Resources,20,Medical,1818,Female,69,Human Resources,Married,2148,6889
46,261,Research & Development,21,Medical,1821,Female,66,Healthcare Representative,Married,8926,10842
40,1194,Research & Development,1,Life Sciences,1822,Female,52,Healthcare Representative,Divorced,6513,9060
34,810,Sales,8,Technical Degree,1823,Male,92,Sales Executive,Married,6799,22128
58,350,Sales,2,Medical,1824,Male,52,Manager,Divorced,16291,22577
35,185,Research & Development,23,Medical,1826,Male,91,Laboratory Technician,Married,2705,9696
47,1001,Research & Development,4,Life Sciences,1827,Female,92,Manufacturing Director,Divorced,10333,19271
40,750,Research & Development,12,Life Sciences,1829,Female,47,Healthcare Representative,Divorced,4448,10748
54,431,Research & Development,7,Medical,1830,Female,68,Research Scientist,Married,6854,15696
31,1125,Sales,7,Marketing,1833,Female,68,Sales Executive,Married,9637,8277
28,1217,Research & Development,1,Medical,1834,Female,67,Research Scientist,Married,3591,12719
38,723,Sales,2,Marketing,1835,Female,77,Sales Representative,Married,5405,4244
26,572,Sales,10,Medical,1836,Male,46,Sales Executive,Single,4684,9125
58,1216,Research & Development,15,Life Sciences,1837,Male,87,Research Director,Married,15787,21624
18,1431,Research & Development,14,Medical,1839,Female,33,Research Scientist,Single,1514,8018
31,359,Human Resources,18,Human Resources,1842,Male,89,Human Resources,Married,2956,21495
29,350,Human Resources,13,Human Resources,1844,Male,56,Human Resources,Divorced,2335,3157
45,589,Sales,2,Life Sciences,1845,Female,67,Sales Executive,Married,5154,19665
36,430,Research & Development,2,Other,1847,Female,73,Research Scientist,Married,6962,19573
43,1422,Sales,2,Life Sciences,1849,Male,92,Sales Executive,Married,5675,19246
27,1297,Research & Development,5,Life Sciences,1850,Female,53,Laboratory Technician,Single,2379,19826
29,574,Research & Development,20,Medical,1852,Male,40,Laboratory Technician,Married,3812,7003
32,1318,Sales,10,Marketing,1853,Male,79,Sales Executive,Single,4648,26075
42,355,Research & Development,10,Technical Degree,1854,Male,38,Research Scientist,Married,2936,6161
47,207,Research & Development,9,Life Sciences,1856,Female,64,Laboratory Technician,Single,2105,5411
46,706,Research & Development,2,Life Sciences,1857,Male,82,Manufacturing Director,Divorced,8578,19989
28,280,Human Resources,1,Life Sciences,1858,Male,43,Human Resources,Divorced,2706,10494
29,726,Research & Development,29,Life Sciences,1859,Male,93,Healthcare Representative,Divorced,6384,21143
42,1142,Research & Development,8,Life Sciences,1860,Male,81,Laboratory Technician,Single,3968,13624
32,414,Sales,2,Marketing,1862,Male,82,Sales Executive,Single,9907,26186
46,1319,Sales,3,Technical Degree,1863,Female,45,Sales Executive,Divorced,13225,7739
27,728,Sales,23,Medical,1864,Female,36,Sales Representative,Married,3540,7018
29,352,Human Resources,6,Medical,1865,Male,87,Human Resources,Married,2804,15434
43,823,Research & Development,6,Medical,1866,Female,81,Manager,Married,19392,22539
48,1224,Research & Development,10,Life Sciences,1867,Male,91,Research Director,Married,19665,13583
29,459,Research & Development,24,Life Sciences,1868,Male,73,Research Scientist,Single,2439,14753
